City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Nioro,GM,2022-05-28 04:32:58,13.35,-15.75,78.84,76,100,3.78
294,Nishihara,JP,2022-05-28 04:32:58,26.1842,127.7558,74.48,97,100,19.57
295,Moerai,PF,2022-05-28 04:32:58,-22.4333,-151.3333,76.26,76,87,7.54
296,Awbari,LY,2022-05-28 04:32:59,26.5921,12.7805,77.65,19,5,11.23
297,Mikhaylovskoye,RU,2022-05-28 04:32:59,51.8239,79.7172,75.88,42,91,14.23
298,Cayenne,GF,2022-05-28 04:30:05,4.9333,-52.3333,81.09,1,0,0.0
299,Ayan,RU,2022-05-28 04:32:59,56.45,138.1667,35.89,89,100,12.33
300,Manaure,CO,2022-05-28 04:33:00,11.7751,-72.4445,81.45,72,82,14.97
301,Mahibadhoo,MV,2022-05-28 04:33:00,3.7833,72.9667,83.3,73,58,12.03
302,Pyapon,MM,2022-05-28 04:33:00,16.2833,95.6833,88.79,63,93,12.24
303,Terney,RU,2022-05-28 04:33:01,45.0503,136.6092,52.23,90,93,5.08
304,Bull Savanna,JM,2022-05-28 04:33:01,17.8868,-77.5902,74.64,79,87,9.17
305,Saraland,US,2022-05-28 04:33:01,30.8207,-88.0706,71.62,66,0,4.38
306,Byron Bay,AU,2022-05-28 04:30:59,-28.65,153.6167,71.71,65,0,3.36
307,Caibarien,CU,2022-05-28 04:33:02,22.5206,-79.4669,72.72,84,94,8.99
308,Kahta,TR,2022-05-28 04:33:02,37.7855,38.6237,74.64,38,0,4.61
309,Bonthe,SL,2022-05-28 04:33:02,7.5264,-12.505,76.98,88,99,2.42
310,Alugan,PH,2022-05-28 04:33:02,12.2188,125.4808,86.86,64,94,12.53
311,Khani,GE,2022-05-28 04:33:03,41.9563,42.9566,53.17,50,0,3.87
312,Sao Gotardo,BR,2022-05-28 04:33:03,-19.3111,-46.0489,49.62,70,100,1.81
313,Nanortalik,GL,2022-05-28 04:33:03,60.1432,-45.2371,37.72,81,89,2.48
314,San Patricio,US,2022-05-28 04:33:04,28.017,-97.5169,80.49,88,0,7.9
315,Ascension,US,2022-05-28 04:33:04,30.2169,-90.9001,71.6,82,0,0.0
316,Igrim,RU,2022-05-28 04:33:04,63.1906,64.4162,69.46,47,44,8.16
317,Anjar,IN,2022-05-28 04:33:05,23.1333,70.0167,90.21,49,7,26.13
318,Poum,NC,2022-05-28 04:33:05,-20.2333,164.0167,77.59,76,7,10.54
319,Erzincan,TR,2022-05-28 04:33:05,39.75,39.5,54.7,71,0,2.3
320,Gigmoto,PH,2022-05-28 04:33:06,13.7796,124.39,86.92,67,79,12.37
321,Kushima,JP,2022-05-28 04:33:06,31.4583,131.2333,80.31,42,100,7.31
322,Tecolutla,MX,2022-05-28 04:33:06,20.4833,-97.0167,79.25,87,37,4.94
323,Nikki,BJ,2022-05-28 04:33:06,9.9401,3.2108,72.3,91,71,6.51
324,Pimentel,PE,2022-05-28 04:33:07,-6.8367,-79.9342,63.81,82,89,12.77
325,Bosaso,SO,2022-05-28 04:34:07,11.2842,49.1816,84.18,89,0,4.61
326,Nome,US,2022-05-28 04:34:07,64.5011,-165.4064,39.27,87,100,12.66
327,Iskateley,RU,2022-05-28 04:34:08,67.6803,53.1512,49.8,73,95,8.5
328,West Bay,KY,2022-05-28 04:34:08,19.3667,-81.4167,80.08,86,46,11.48
329,Concordia,AR,2022-05-28 04:30:02,-31.393,-58.0209,55.78,100,96,3.0
330,Ljig,RS,2022-05-28 04:34:08,44.2301,20.2382,60.1,91,87,4.14
331,Tigil,RU,2022-05-28 04:34:08,57.8,158.6667,43.93,66,100,5.41
332,Bulgan,MN,2022-05-28 04:34:09,48.8125,103.5347,38.62,92,100,9.95
333,Yichun,CN,2022-05-28 04:34:09,47.7,128.9,66.29,56,91,8.16
334,East London,ZA,2022-05-28 04:34:09,-33.0153,27.9116,59.4,45,44,5.37
335,Olga,RU,2022-05-28 04:34:10,43.7444,135.2892,64.62,70,82,6.11
336,Pemba,MZ,2022-05-28 04:34:10,-12.974,40.5178,68.7,88,20,4.61
337,Vao,NC,2022-05-28 04:34:10,-22.6667,167.4833,73.94,81,88,21.09
338,Benghazi,LY,2022-05-28 04:34:10,32.1167,20.0667,79.27,33,7,17.47
339,Mporokoso,ZM,2022-05-28 04:34:11,-9.3727,30.125,57.67,76,25,7.92
340,Piacabucu,BR,2022-05-28 04:34:11,-10.4056,-36.4344,75.74,75,39,8.99
341,Souillac,MU,2022-05-28 04:34:11,-20.5167,57.5167,75.58,78,40,6.91
342,Visby,SE,2022-05-28 04:34:12,57.6409,18.296,48.81,87,100,9.22
343,Mayya,RU,2022-05-28 04:34:12,61.7333,130.2811,54.72,38,99,10.98
344,Port Blair,IN,2022-05-28 04:34:12,11.6667,92.75,86.04,74,75,11.5
345,Magadan,RU,2022-05-28 04:34:12,59.5667,150.8,56.53,81,49,5.17
346,Butembo,CD,2022-05-28 04:34:13,0.15,29.2833,57.78,100,100,0.6
347,Naze,JP,2022-05-28 04:34:13,28.3667,129.4833,72.52,69,100,13.44
348,Yakeshi,CN,2022-05-28 04:34:13,49.2833,120.7333,62.35,25,43,16.08
349,Belmonte,BR,2022-05-28 04:34:13,-15.8631,-38.8828,72.45,88,82,8.01
350,Mahanje,TZ,2022-05-28 04:34:14,-9.9333,35.3333,60.82,84,64,1.54
351,Kloulklubed,PW,2022-05-28 04:34:14,7.0419,134.2556,82.9,77,96,9.8
352,Yamada,JP,2022-05-28 04:34:14,39.4667,141.95,66.42,53,51,14.72
353,Kudahuvadhoo,MV,2022-05-28 04:34:15,2.6708,72.8944,83.8,71,18,12.77
354,Paamiut,GL,2022-05-28 04:34:15,61.994,-49.6678,32.2,88,91,21.68
355,Palmer,US,2022-05-28 04:34:15,42.1584,-72.3287,67.24,81,100,10.36
356,Prainha,BR,2022-05-28 04:34:16,-1.8,-53.48,71.98,98,33,2.39
357,Lasalgaon,IN,2022-05-28 04:34:16,20.15,74.2333,87.19,39,9,20.22
358,Glace Bay,CA,2022-05-28 04:30:21,46.1969,-59.957,44.89,97,100,5.75
359,Genhe,CN,2022-05-28 04:34:16,50.7833,121.5167,50.85,44,100,10.07
360,Yingcheng,CN,2022-05-28 04:34:17,30.95,113.55,68.99,92,100,6.62
361,Yellowknife,CA,2022-05-28 04:34:17,62.456,-114.3525,57.56,54,75,5.99
362,Tucuman,AR,2022-05-28 04:30:14,-26.8241,-65.2226,53.6,94,100,3.44
363,Klaksvik,FO,2022-05-28 04:34:17,62.2266,-6.589,43.72,79,98,23.15
364,Meulaboh,ID,2022-05-28 04:34:18,4.1363,96.1285,86.05,60,33,4.5
365,Ilebo,CD,2022-05-28 04:34:18,-4.3167,20.5833,72.63,86,95,2.06
366,Cidreira,BR,2022-05-28 04:34:18,-30.1811,-50.2056,63.86,92,99,5.93
367,Sussex,US,2022-05-28 04:34:19,41.1834,-74.6663,66.42,83,100,0.0
368,Tigzirt,DZ,2022-05-28 04:34:19,36.8886,4.1198,62.85,72,2,10.16
369,Lahij,YE,2022-05-28 04:34:19,13.1667,44.5833,83.66,58,14,6.53
370,Ouallam,NE,2022-05-28 04:34:20,14.3188,2.0866,87.62,46,37,14.85
371,Sorland,NO,2022-05-28 04:34:20,67.667,12.6934,44.46,89,100,29.01
372,Bontang,ID,2022-05-28 04:35:20,0.1333,117.5,80.17,78,100,2.57
373,Chiang Klang,TH,2022-05-28 04:35:21,19.2938,100.8617,91.69,52,85,3.44
374,Mumford,GH,2022-05-28 04:35:21,5.2618,-0.759,77.29,87,89,3.69
375,Mahon,ES,2022-05-28 04:35:21,39.8885,4.2658,70.36,60,0,20.71
376,Inta,RU,2022-05-28 04:35:21,66.0317,60.1659,64.0,51,33,16.4
377,Wenling,CN,2022-05-28 04:35:22,28.3669,121.36,67.35,92,100,4.72
378,Albury,AU,2022-05-28 04:32:21,-36.0833,146.9167,59.02,100,21,5.99
379,Tarifa,ES,2022-05-28 04:35:22,36.0139,-5.607,66.22,78,12,11.92
380,Taoudenni,ML,2022-05-28 04:35:23,22.6783,-3.9836,92.62,19,67,6.76
381,Half Moon Bay,US,2022-05-28 04:35:23,37.4636,-122.4286,62.89,85,100,16.11
382,Tougan,BF,2022-05-28 04:35:23,13.0667,-3.0667,84.49,48,68,10.58
383,Aykhal,RU,2022-05-28 04:35:23,66.0,111.5,44.89,45,92,5.53
384,Port Shepstone,ZA,2022-05-28 04:35:24,-30.7414,30.455,62.37,76,0,8.34
385,Asekeyevo,RU,2022-05-28 04:35:24,53.5742,52.7972,55.62,79,77,15.08
386,Darnah,LY,2022-05-28 04:35:24,32.767,22.6367,79.07,34,0,13.98
387,Sorab,IN,2022-05-28 04:35:25,14.3833,75.1,83.95,55,45,9.22
388,Arman,RU,2022-05-28 04:35:25,59.7,150.1667,57.02,81,69,6.26
389,Salinas,US,2022-05-28 04:35:25,36.6777,-121.6555,59.41,79,100,5.75
390,Portland,US,2022-05-28 04:33:13,45.5234,-122.6762,56.41,88,100,1.99
391,Boddam,GB,2022-05-28 04:35:26,57.4667,-1.7833,46.78,85,10,21.21
392,Swiecie,PL,2022-05-28 04:35:26,53.4095,18.4474,48.79,75,88,11.01
393,Kenora,CA,2022-05-28 04:35:26,49.8167,-94.4337,65.37,42,75,2.3
394,Coihueco,CL,2022-05-28 04:32:38,-36.6167,-71.8333,27.34,100,100,0.0
395,Manzhouli,CN,2022-05-28 04:35:27,49.6,117.4333,60.67,24,43,15.88
396,Mokhsogollokh,RU,2022-05-28 04:35:27,61.4681,128.9203,60.21,39,95,11.56
397,Tahta,EG,2022-05-28 04:35:27,26.7693,31.5021,79.9,27,0,12.28
398,Krasnovishersk,RU,2022-05-28 04:35:28,60.4078,57.082,60.12,51,57,5.19
399,Port Lincoln,AU,2022-05-28 04:35:28,-34.7333,135.8667,61.2,54,61,11.07
400,Poros,GR,2022-05-28 04:35:28,37.4994,23.4536,73.78,61,2,2.59
401,Barinitas,VE,2022-05-28 04:35:28,8.7622,-70.4111,71.08,82,99,2.04
402,Na Klang,TH,2022-05-28 04:35:29,17.3072,102.1889,92.57,45,89,3.78
403,Tilichiki,RU,2022-05-28 04:35:29,60.4667,166.1,41.31,86,100,1.9
404,Miri,MY,2022-05-28 04:33:50,4.4148,114.0089,89.74,66,20,3.44
405,Korla,CN,2022-05-28 04:35:29,41.7597,86.1469,85.24,20,42,6.15
406,Guiratinga,BR,2022-05-28 04:35:30,-16.3494,-53.7583,66.06,62,92,4.25
407,Katghora,IN,2022-05-28 04:35:30,22.5,82.55,107.69,16,35,2.77
408,Oruro,BO,2022-05-28 04:35:30,-17.9833,-67.15,36.9,29,1,4.92
409,Severnoye,RU,2022-05-28 04:35:31,56.3491,78.3619,64.08,69,40,11.03
410,Rio Gallegos,AR,2022-05-28 04:31:39,-51.6226,-69.2181,33.85,75,40,17.27
411,Suntar,RU,2022-05-28 04:35:31,62.1444,117.6319,54.48,35,95,11.61
412,San Ramon,US,2022-05-28 04:31:31,37.7799,-121.978,61.57,83,0,10.36
413,Wakkanai,JP,2022-05-28 04:35:31,45.4094,141.6739,55.38,82,75,12.66
414,Shiyan,CN,2022-05-28 04:31:40,32.6475,110.7781,84.27,44,61,3.8
415,General Pico,AR,2022-05-28 04:35:32,-35.6566,-63.7568,44.87,66,100,4.94
416,Los Llanos De Aridane,ES,2022-05-28 04:35:32,28.6585,-17.9182,60.55,82,20,5.01
417,Dandong,CN,2022-05-28 04:36:32,40.1292,124.3947,75.11,49,91,13.65
418,Copiapo,CL,2022-05-28 04:36:33,-27.3667,-70.3333,51.49,70,1,0.89
419,Umm Kaddadah,SD,2022-05-28 04:36:33,13.6017,26.6876,78.46,11,3,11.63
420,Hualmay,PE,2022-05-28 04:36:33,-11.0964,-77.6139,62.19,85,68,6.82
421,Zyryanskoye,RU,2022-05-28 04:36:33,56.8306,86.6258,66.06,38,40,11.16
422,Lake Wales,US,2022-05-28 04:34:39,27.9014,-81.5859,77.02,96,0,4.61
423,Malumfashi,NG,2022-05-28 04:36:34,11.7853,7.6218,75.24,68,2,10.49
424,Mercedes,AR,2022-05-28 04:34:06,-34.6515,-59.4307,47.86,79,50,4.27
425,Bria,CF,2022-05-28 04:36:34,6.5423,21.9863,70.5,93,100,0.16
426,Alice,US,2022-05-28 04:36:34,27.7523,-98.0697,78.53,91,0,8.05
427,Ucluelet,CA,2022-05-28 04:36:35,48.9329,-125.5528,49.08,89,97,2.95
428,Kemi,FI,2022-05-28 04:36:35,65.8596,24.8228,44.37,87,100,2.3
429,Jasaan,PH,2022-05-28 04:36:35,8.65,124.7833,83.79,81,89,3.06
430,Nucet,RO,2022-05-28 04:36:36,44.7833,25.55,61.65,63,33,5.21
431,Okato,NZ,2022-05-28 04:36:36,-39.2,173.8833,56.91,100,2,5.86
432,Marica,BR,2022-05-28 04:36:36,-22.9194,-42.8186,66.15,72,96,4.41
433,Hazebrouck,FR,2022-05-28 04:36:36,50.7237,2.5373,53.78,83,89,5.3
434,Buraydah,SA,2022-05-28 04:36:37,26.326,43.975,82.85,12,6,14.99
435,Labrea,BR,2022-05-28 04:36:37,-7.2586,-64.7981,75.58,72,100,1.48
436,Kiunga,PG,2022-05-28 04:36:37,-6.1219,141.2906,89.82,53,91,3.06
437,Mgandu,TZ,2022-05-28 04:36:37,-5.95,34.1333,61.09,85,32,8.48
438,Cacule,BR,2022-05-28 04:36:38,-14.5033,-42.2222,57.74,79,17,3.4
439,Gualaquiza,EC,2022-05-28 04:36:38,-3.4,-78.55,59.81,95,83,1.43
440,Saryozek,KZ,2022-05-28 04:36:38,44.3583,77.9753,68.13,50,23,14.9
441,Trelew,AR,2022-05-28 04:36:38,-43.249,-65.3051,38.21,63,0,8.34
442,Dakar,SN,2022-05-28 04:33:47,14.6937,-17.4441,75.33,88,75,13.8
443,Yining,CN,2022-05-28 04:36:39,29.0361,114.5636,71.4,89,100,2.21
444,Kieta,PG,2022-05-28 04:36:39,-6.2167,155.6333,82.58,82,94,5.79
445,Linhares,BR,2022-05-28 04:36:39,-19.3911,-40.0722,65.95,94,99,3.36
446,Gat,IL,2022-05-28 04:36:40,31.61,34.7642,83.39,53,86,3.18
447,Kabanjahe,ID,2022-05-28 04:32:04,3.1001,98.4908,77.04,52,81,7.38
448,Kwinana,AU,2022-05-28 04:36:40,-32.25,115.7667,74.14,58,2,5.01
449,Biu,NG,2022-05-28 04:36:40,10.6129,12.1946,73.38,68,31,7.58
450,Ola,RU,2022-05-28 04:36:41,59.5833,151.2833,39.43,91,66,3.94
451,Panguna,PG,2022-05-28 04:36:41,-6.3164,155.4848,75.13,88,100,1.74
452,Melilla,ES,2022-05-28 04:36:41,35.2937,-2.9383,68.38,73,0,1.14
453,Saint-Georges,GD,2022-05-28 04:33:05,12.0564,-61.7485,78.3,81,95,11.32
454,Zhuhai,CN,2022-05-28 04:33:48,22.2769,113.5678,94.86,84,40,12.66
455,Praia,CV,2022-05-28 04:36:41,14.9215,-23.5087,72.14,83,20,13.8
456,Bafia,CM,2022-05-28 04:36:42,4.75,11.2333,67.14,97,91,1.25
457,Antofagasta,CL,2022-05-28 04:36:03,-23.65,-70.4,58.28,86,56,1.92
458,Xiongzhou,CN,2022-05-28 04:36:42,25.1167,114.3,85.14,75,89,6.89
459,Marshall,US,2022-05-28 04:35:53,34.3834,-86.3333,64.71,81,0,0.0
460,Manoel Urbano,BR,2022-05-28 04:36:43,-8.8389,-69.2597,70.39,98,82,1.54
461,Tezu,IN,2022-05-28 04:36:43,27.9167,96.1667,85.68,67,94,5.1
462,Mangaratiba,BR,2022-05-28 04:36:43,-22.9597,-44.0406,70.66,76,100,7.07
463,Linjiang,CN,2022-05-28 04:36:43,41.8069,126.9078,80.04,31,83,12.39
464,Ptuj,SI,2022-05-28 04:37:44,46.4201,15.8702,57.72,77,100,1.14
465,San Jeronimo,PE,2022-05-28 04:37:44,-11.9472,-75.2829,45.88,82,55,1.28
466,Zeya,RU,2022-05-28 04:33:09,53.75,127.2667,63.68,60,94,13.67
467,Ostrovnoy,RU,2022-05-28 04:37:44,68.0531,39.5131,48.0,74,81,18.19
468,Jardim,BR,2022-05-28 04:37:45,-21.4803,-56.1381,67.35,61,6,2.93
469,Talcahuano,CL,2022-05-28 04:37:45,-36.7167,-73.1167,38.88,87,0,6.91
470,Ouadda,CF,2022-05-28 04:37:45,8.0777,22.4007,69.75,90,96,3.4
471,Kalnciems,LV,2022-05-28 04:37:46,56.8011,23.6097,51.85,72,30,9.15
472,Sao Raimundo Nonato,BR,2022-05-28 04:37:46,-9.0153,-42.6994,69.19,71,1,4.36
473,Amga,RU,2022-05-28 04:37:46,60.8953,131.9608,66.25,40,74,9.84
474,Manacapuru,BR,2022-05-28 04:37:46,-3.2997,-60.6206,76.68,87,100,3.18
475,Scranton,US,2022-05-28 04:33:42,41.409,-75.6624,67.15,91,75,3.0
476,Pontes E Lacerda,BR,2022-05-28 04:37:47,-15.2261,-59.3353,67.68,60,0,1.28
477,Ambanja,MG,2022-05-28 04:37:47,-13.6833,48.45,73.33,74,18,3.29
478,Te Anau,NZ,2022-05-28 04:37:47,-45.4167,167.7167,51.04,76,100,5.91
479,Kourou,GF,2022-05-28 04:37:48,5.1552,-52.6478,81.1,85,26,5.44
480,Maturin,VE,2022-05-28 04:37:48,9.75,-63.1767,71.74,91,99,3.94
481,Nurota,UZ,2022-05-28 04:37:48,40.5614,65.6886,65.37,46,4,9.51
482,Mapimi,MX,2022-05-28 04:37:49,25.8167,-103.85,75.56,31,37,4.36
483,Ploemeur,FR,2022-05-28 04:37:49,47.7333,-3.4333,53.82,87,0,9.22
484,Meiktila,MM,2022-05-28 04:37:49,20.8667,95.8667,92.91,43,14,11.92
485,Russell,US,2022-05-28 04:37:49,32.3502,-85.1999,74.48,94,0,0.0
486,Svetlaya,RU,2022-05-28 04:37:50,46.5389,138.3297,49.55,90,99,12.93
487,Keetmanshoop,NA,2022-05-28 04:37:50,-26.5833,18.1333,57.88,25,0,3.04
488,Mamallapuram,IN,2022-05-28 04:37:50,12.6264,80.1722,93.25,52,2,10.33
489,Lashio,MM,2022-05-28 04:37:51,22.9333,97.75,80.31,72,4,0.92
490,Mattru,SL,2022-05-28 04:37:51,7.6244,-11.8332,73.87,97,100,0.92
491,Dourbali,TD,2022-05-28 04:37:51,11.8091,15.8632,84.2,10,7,6.11
492,Chalmette,US,2022-05-28 04:37:52,29.9427,-89.9634,80.6,58,0,14.97
493,Katangli,RU,2022-05-28 04:37:52,51.7102,143.2326,38.79,94,100,10.54
494,San Cristobal,VE,2022-05-28 04:37:52,7.7669,-72.225,69.98,92,100,4.0
495,Saint-Leu,RE,2022-05-28 04:37:52,-21.15,55.2833,74.32,73,31,13.35
496,Jinchang,CN,2022-05-28 04:37:53,38.4953,102.1739,83.59,16,20,19.01
497,Newport,GB,2022-05-28 04:33:31,51.5877,-2.9984,49.24,83,22,4.05
498,Vestmannaeyjar,IS,2022-05-28 04:37:53,63.4427,-20.2734,48.16,83,52,16.33
499,Mengcheng,CN,2022-05-28 04:37:53,33.2579,116.5655,76.21,43,100,8.46
500,Kapit,MY,2022-05-28 04:37:54,2.0167,112.9333,95.25,40,72,1.66
501,Faanui,PF,2022-05-28 04:37:54,-16.4833,-151.75,81.21,63,0,17.2
502,Sabancuy,MX,2022-05-28 04:37:54,18.9667,-91.1833,75.87,93,99,5.28
503,Cobadin,RO,2022-05-28 04:37:55,44.0833,28.2167,68.31,63,3,3.94
504,Sebastian,US,2022-05-28 04:37:55,35.1668,-94.2669,64.96,88,0,1.5
505,Butajira,ET,2022-05-28 04:37:55,8.1167,38.3667,66.09,58,23,3.15
506,Ambilobe,MG,2022-05-28 04:37:55,-13.2,49.05,73.2,80,47,3.6
507,Kemise,ET,2022-05-28 04:37:56,10.7167,39.8667,79.02,29,98,0.78
508,Barcelona,ES,2022-05-28 04:34:43,41.3888,2.159,73.63,69,0,8.05
509,Celestun,MX,2022-05-28 04:37:56,20.8667,-90.4,80.13,77,100,12.39
510,Thunder Bay,CA,2022-05-28 04:34:17,48.4001,-89.3168,49.98,87,75,5.75
511,Nsanje,MW,2022-05-28 04:38:56,-16.92,35.262,66.54,87,39,2.13
512,Valparaiso,CL,2022-05-28 04:38:57,-33.0393,-71.6273,52.48,76,75,4.61
513,Charlestown,AU,2022-05-28 04:35:16,-32.95,151.6667,70.68,70,68,1.99
514,Osoyoos,CA,2022-05-28 04:38:57,49.0331,-119.4524,63.01,41,100,4.61
515,Yazd,IR,2022-05-28 04:38:57,31.8972,54.3675,73.51,17,0,6.91
516,Port Hedland,AU,2022-05-28 04:38:58,-20.3167,118.5667,84.25,39,80,8.05
517,Killybegs,IE,2022-05-28 04:38:58,54.6333,-8.45,48.2,82,43,3.2
518,Vagay,RU,2022-05-28 04:38:58,57.9375,69.0217,62.1,52,72,11.97
519,North Bend,US,2022-05-28 04:38:59,43.4065,-124.2243,54.86,97,100,0.0
520,Hovd,MN,2022-05-28 04:38:59,48.0056,91.6419,63.39,41,22,11.3
521,Bereda,ES,2022-05-28 04:38:59,43.2686,-7.5406,53.58,99,82,4.0
522,Evensk,RU,2022-05-28 04:38:59,61.95,159.2333,39.54,96,100,1.32
523,Parnarama,BR,2022-05-28 04:39:00,-5.6817,-43.0933,71.2,79,26,2.04
524,Sierra Vista,US,2022-05-28 04:38:43,31.5545,-110.3037,78.85,9,0,13.8
525,Bundaberg,AU,2022-05-28 04:39:00,-24.85,152.35,78.22,54,21,3.0
526,Verkhnevilyuysk,RU,2022-05-28 04:39:00,63.4453,120.3167,53.28,34,71,8.57
527,Manokwari,ID,2022-05-28 04:39:01,-0.8667,134.0833,83.12,70,59,4.59
528,Marawi,PH,2022-05-28 04:39:01,7.9986,124.2928,74.43,89,89,4.5
529,Belaya Gora,RU,2022-05-28 04:39:01,68.5333,146.4167,49.69,38,88,1.14
530,Alta,NO,2022-05-28 04:39:01,69.9689,23.2717,40.26,82,75,9.22
531,Zhezkazgan,KZ,2022-05-28 04:39:02,47.8043,67.7144,58.98,63,40,11.18
532,San Jose,US,2022-05-28 04:36:34,37.3394,-121.895,62.85,75,75,10.36
533,Takoradi,GH,2022-05-28 04:39:02,4.8845,-1.7554,77.65,87,89,0.69
534,Tynda,RU,2022-05-28 04:35:56,55.1667,124.7167,53.38,78,100,13.71
535,Zhigansk,RU,2022-05-28 04:39:02,66.7697,123.3711,42.8,52,20,12.77
536,Karratha,AU,2022-05-28 04:39:03,-20.7377,116.8463,80.91,65,96,8.3
537,Mapastepec,MX,2022-05-28 04:39:03,15.4333,-92.9,76.55,85,100,3.96
538,Puerto Del Rosario,ES,2022-05-28 04:39:03,28.5004,-13.8627,67.75,68,75,6.91
539,Nueva Concepcion,GT,2022-05-28 04:39:04,14.2,-91.3,74.86,88,99,0.74
540,Hearst,CA,2022-05-28 04:36:37,49.6835,-83.6665,46.65,92,36,3.53
541,Mitu,CO,2022-05-28 04:39:04,1.1983,-70.1733,71.15,99,88,1.74
542,Zonguldak,TR,2022-05-28 04:39:04,41.25,31.8333,64.81,65,0,2.89
543,Askiz,RU,2022-05-28 04:39:05,53.1319,90.5264,67.1,35,30,7.96
544,Uyuni,BO,2022-05-28 04:39:05,-20.4597,-66.825,35.01,24,1,8.34
545,Revda,RU,2022-05-28 04:39:05,56.801,59.9303,59.0,64,85,8.08
546,Ajdabiya,LY,2022-05-28 04:39:06,30.7554,20.2263,82.4,18,0,12.17
547,Komsomolskiy,UZ,2022-05-28 04:39:06,40.4272,71.7189,63.32,82,75,9.22
548,Libertad,PH,2022-05-28 04:39:06,8.9442,125.5019,80.47,88,100,3.22
549,Chapleau,CA,2022-05-28 04:39:07,47.8405,-83.4034,44.46,95,15,3.31
550,Hofn,IS,2022-05-28 04:39:07,64.2539,-15.2082,44.11,88,89,8.16
551,Merauke,ID,2022-05-28 04:39:07,-8.4667,140.3333,85.24,66,27,13.15
552,Biloxi,US,2022-05-28 04:39:08,30.396,-88.8853,73.44,61,0,4.61
553,Mbekenyera,TZ,2022-05-28 04:40:08,-10.0,38.9833,68.27,75,51,7.45
554,Amahai,ID,2022-05-28 04:40:08,-3.3333,128.9167,83.16,73,85,4.34
