City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Current Description
315,The Valley,AI,18.217,-63.0578,81.1,78,20,11.5,2022-05-30 23:23:48,few clouds
316,Tunceli,TR,39.1083,39.5471,67.98,47,11,4.88,2022-05-30 23:23:48,few clouds
317,Rio Grande,BR,-32.035,-52.0986,42.91,66,20,12.3,2022-05-30 23:22:48,few clouds
318,Bambous Virieux,MU,-20.3428,57.7575,71.85,78,40,14.97,2022-05-30 23:23:48,light rain
319,Leningradskiy,RU,69.3833,178.4167,40.73,77,93,6.69,2022-05-30 23:23:48,overcast clouds
320,Uyuni,BO,-20.4597,-66.825,42.01,23,90,16.64,2022-05-30 23:23:49,overcast clouds
321,Kruisfontein,ZA,-34.0033,24.7314,52.88,57,99,13.09,2022-05-30 23:24:49,overcast clouds
322,Tello,CO,3.0669,-75.1378,79.21,86,35,2.08,2022-05-30 23:24:49,scattered clouds
323,Pennadam,IN,11.4,79.2333,82.44,69,100,11.23,2022-05-30 23:24:50,overcast clouds
324,Saint-Pierre,RE,-21.3393,55.4781,69.91,78,75,14.97,2022-05-30 23:24:50,broken clouds
325,Marienburg,PL,54.0359,19.0266,52.12,93,80,6.04,2022-05-30 23:24:50,broken clouds
326,Antalaha,MG,-14.9003,50.2788,70.66,79,79,8.23,2022-05-30 23:24:50,broken clouds
327,Kholodnyy,RU,62.7167,147.95,44.2,84,100,6.06,2022-05-30 23:24:51,overcast clouds
328,Avera,US,33.194,-82.5271,75.25,70,94,10.76,2022-05-30 23:24:51,overcast clouds
329,Pokrovsk,UA,48.282,37.1758,63.25,81,24,8.34,2022-05-30 23:24:51,few clouds
330,Charters Towers,AU,-20.1,146.2667,63.61,36,92,13.62,2022-05-30 23:24:52,overcast clouds
331,Oum Hadjer,TD,13.2954,19.6966,91.58,13,51,5.23,2022-05-30 23:24:52,broken clouds
332,Yurimaguas,PE,-5.9,-76.0833,80.38,73,74,2.68,2022-05-30 23:24:52,broken clouds
333,Oranjemund,NA,-28.55,16.4333,52.59,68,0,10.83,2022-05-30 23:24:52,clear sky
334,Inhambane,MZ,-23.865,35.3833,69.85,72,86,11.9,2022-05-30 23:24:53,overcast clouds
335,Mandera,KE,3.9366,41.867,78.08,66,60,13.6,2022-05-30 23:24:53,broken clouds
336,Waddan,LY,29.1614,16.139,84.94,19,97,18.5,2022-05-30 23:24:53,overcast clouds
337,Santa Maria,BR,-29.6842,-53.8069,43.9,70,0,3.44,2022-05-30 23:23:47,clear sky
338,Gornopravdinsk,RU,60.05,69.9,47.48,83,99,5.66,2022-05-30 23:24:54,overcast clouds
339,Aksu,CN,41.1231,80.2644,70.59,30,98,12.68,2022-05-30 23:24:54,overcast clouds
340,Garowe,SO,8.4054,48.4845,81.18,52,10,24.9,2022-05-30 23:24:54,clear sky
341,Kiunga,PG,-6.1219,141.2906,71.51,99,100,2.1,2022-05-30 23:24:54,overcast clouds
342,Hobyo,SO,5.3505,48.5268,78.21,83,8,26.6,2022-05-30 23:24:55,clear sky
343,Berlevag,NO,70.8578,29.0864,42.6,87,5,2.3,2022-05-30 23:24:55,clear sky
344,Esperance,AU,-33.8667,121.9,56.5,76,100,10.4,2022-05-30 23:24:55,overcast clouds
345,Fitii,PF,-16.7333,-151.0333,79.61,70,27,9.1,2022-05-30 23:24:55,scattered clouds
346,Carroll,US,39.5501,-77.0164,87.28,54,33,1.99,2022-05-30 23:24:56,scattered clouds
347,Kassala,SD,15.451,36.4,91.6,13,6,7.25,2022-05-30 23:24:56,clear sky
348,Vakhrushev,RU,48.9833,142.9667,42.62,89,100,3.89,2022-05-30 23:24:56,overcast clouds
349,Sao Joao Do Paraiso,BR,-15.3136,-42.0144,68.54,46,2,1.3,2022-05-30 23:24:30,clear sky
350,Kahului,US,20.8947,-156.47,87.82,45,40,23.02,2022-05-30 23:24:57,scattered clouds
351,Atar,MR,20.5169,-13.0499,90.55,16,11,7.61,2022-05-30 23:24:57,few clouds
352,Luganville,VU,-15.5333,167.1667,83.8,71,34,6.89,2022-05-30 23:24:57,scattered clouds
353,Upernavik,GL,72.7868,-56.1549,28.85,80,40,16.31,2022-05-30 23:24:58,scattered clouds
354,Lavrentiya,RU,65.5833,-171.0,40.15,83,85,4.52,2022-05-30 23:24:58,overcast clouds
355,Den Chai,TH,17.9837,100.0522,75.42,98,100,2.26,2022-05-30 23:24:58,light rain
356,Langxiang,CN,46.95,128.8833,54.48,76,60,3.4,2022-05-30 23:24:58,broken clouds
357,Okhotsk,RU,59.3833,143.3,39.38,81,100,4.36,2022-05-30 23:24:59,overcast clouds
358,Zhuanghe,CN,39.7008,122.9911,63.88,61,70,5.82,2022-05-30 23:24:59,broken clouds
359,Port Lincoln,AU,-34.7333,135.8667,54.95,56,79,24.23,2022-05-30 23:24:59,broken clouds
360,Kisangani,CD,0.5167,25.2,70.5,89,8,2.42,2022-05-30 23:24:59,clear sky
361,Lokhvytsya,UA,50.3678,33.2602,58.8,99,98,5.66,2022-05-30 23:25:00,overcast clouds
362,Mombaca,BR,-5.7431,-39.6275,78.15,64,50,5.17,2022-05-30 23:25:00,scattered clouds
363,Gvarv,NO,59.3875,9.1737,54.03,92,97,4.21,2022-05-30 23:25:00,overcast clouds
364,Boa Vista,BR,2.8197,-60.6733,85.98,62,20,6.91,2022-05-30 23:25:01,light rain
365,Barra Patuca,HN,15.8,-84.2833,79.38,85,98,11.39,2022-05-30 23:25:01,overcast clouds
366,Bartlesville,US,36.7473,-95.9808,85.1,66,40,14.97,2022-05-30 23:26:01,scattered clouds
367,Olafsvik,IS,64.8945,-23.7142,49.28,82,93,9.35,2022-05-30 23:26:02,overcast clouds
368,Mildura,AU,-34.2,142.15,51.08,87,49,22.95,2022-05-30 23:26:02,scattered clouds
369,Gelibolu,TR,40.4103,26.6708,62.46,74,0,1.14,2022-05-30 23:26:02,clear sky
370,Qingdao,CN,36.0986,120.3719,73.0,53,0,11.18,2022-05-30 23:26:03,clear sky
371,Kudahuvadhoo,MV,2.6708,72.8944,81.72,77,98,17.98,2022-05-30 23:26:03,overcast clouds
372,Sao Sebastiao,BR,-23.76,-45.4097,71.8,82,89,0.56,2022-05-30 23:26:03,moderate rain
373,Brooks,CA,50.5834,-111.8851,64.38,33,98,17.27,2022-05-30 23:26:04,overcast clouds
374,Mumbwa,ZM,-14.9783,27.0619,53.2,59,0,3.94,2022-05-30 23:26:04,clear sky
375,Kantunilkin,MX,21.0917,-87.45,73.87,88,99,6.87,2022-05-30 23:26:04,overcast clouds
376,Ust-Omchug,RU,61.15,149.6333,41.34,88,100,8.75,2022-05-30 23:26:05,overcast clouds
377,Bubaque,GW,11.2833,-15.8333,79.29,74,100,11.97,2022-05-30 23:26:05,light rain
378,Gloversville,US,43.0528,-74.3438,83.14,72,80,7.25,2022-05-30 23:26:05,broken clouds
379,Aykhal,RU,66.0,111.5,44.01,56,94,12.26,2022-05-30 23:26:05,overcast clouds
380,Kaitangata,NZ,-46.2817,169.8464,55.31,77,100,3.8,2022-05-30 23:26:06,overcast clouds
381,Puerto Carreno,CO,6.189,-67.4859,87.78,66,40,3.44,2022-05-30 23:26:06,scattered clouds
382,Davila,PH,18.4726,120.5763,80.58,73,55,2.75,2022-05-30 23:26:06,broken clouds
383,Killybegs,IE,54.6333,-8.45,47.32,82,39,8.23,2022-05-30 23:26:07,scattered clouds
384,Puerto Escondido,MX,15.85,-97.0667,81.43,61,100,18.41,2022-05-30 23:26:07,overcast clouds
385,Iracoubo,GF,5.4802,-53.2011,78.06,87,100,10.65,2022-05-30 23:26:07,overcast clouds
386,Dingle,PH,10.9995,122.6711,76.84,86,99,4.88,2022-05-30 23:26:07,moderate rain
387,Fulton,US,33.7668,-84.4499,81.39,69,75,13.8,2022-05-30 23:26:08,broken clouds
388,Kapuskasing,CA,49.4169,-82.4331,77.09,65,100,3.44,2022-05-30 23:23:02,overcast clouds
389,Cowra,AU,-33.8333,148.6833,45.21,94,96,14.32,2022-05-30 23:26:08,overcast clouds
390,Mogadishu,SO,2.0371,45.3438,79.48,78,85,15.28,2022-05-30 23:24:29,overcast clouds
391,Derzhavinsk,KZ,51.1,66.3167,64.78,67,40,9.31,2022-05-30 23:26:09,scattered clouds
392,Pimentel,PE,-6.8367,-79.9342,66.49,68,0,21.85,2022-05-30 23:26:09,clear sky
393,Itum-Kale,RU,42.7356,45.5758,58.78,80,80,7.83,2022-05-30 23:26:09,broken clouds
394,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.99,100,100,9.22,2022-05-30 23:26:09,light intensity drizzle rain
395,Garissa,KE,-0.4536,39.6401,74.01,84,26,11.1,2022-05-30 23:26:10,scattered clouds
396,Baruun-Urt,MN,46.6806,113.2792,51.67,43,39,6.78,2022-05-30 23:26:10,scattered clouds
397,Shahrud,IR,36.4182,54.9763,63.99,37,0,5.1,2022-05-30 23:26:10,clear sky
398,Lodja,CD,-3.4833,23.4333,70.74,79,8,1.7,2022-05-30 23:26:10,clear sky
399,Otradnoye,RU,59.7775,30.8181,57.96,72,99,5.23,2022-05-30 23:26:11,overcast clouds
400,Manuk Mangkaw,PH,4.8,119.85,82.17,73,100,4.92,2022-05-30 23:26:11,overcast clouds
401,Abu Zabad,SD,12.35,29.25,84.06,20,32,2.19,2022-05-30 23:26:11,scattered clouds
402,Remedios,CU,22.4947,-79.5458,81.52,77,95,14.14,2022-05-30 23:26:12,overcast clouds
403,Aklavik,CA,68.2191,-135.0107,39.2,75,75,8.05,2022-05-30 23:26:12,broken clouds
404,Ixtapa,MX,20.7,-105.2,81.63,69,0,14.97,2022-05-30 23:26:12,clear sky
405,Bajah,YE,13.8141,44.6301,78.98,51,84,4.45,2022-05-30 23:26:13,broken clouds
406,Champerico,GT,14.3,-91.9167,88.34,69,85,7.74,2022-05-30 23:26:13,overcast clouds
407,Morant Bay,JM,17.8815,-76.4093,85.71,80,80,10.74,2022-05-30 23:26:13,broken clouds
408,Bhuj,IN,23.2667,69.6667,77.9,89,11,15.73,2022-05-30 23:26:14,few clouds
409,Odweyne,SO,9.4092,45.064,74.88,53,22,13.85,2022-05-30 23:27:14,few clouds
410,Trelew,AR,-43.249,-65.3051,40.91,54,13,9.42,2022-05-30 23:27:14,few clouds
411,Sarakhs,IR,36.5449,61.1577,64.54,42,0,0.0,2022-05-30 23:27:14,clear sky
412,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,73,20,4.61,2022-05-30 23:27:15,few clouds
413,Altay,CN,47.8667,88.1167,60.3,77,100,0.07,2022-05-30 23:27:15,overcast clouds
414,Caravelas,BR,-17.7125,-39.2481,74.73,90,5,8.25,2022-05-30 23:27:15,clear sky
415,Dicabisagan,PH,17.0818,122.4157,81.73,83,72,4.63,2022-05-30 23:27:16,broken clouds
416,Waipawa,NZ,-41.4122,175.5153,59.4,75,76,15.35,2022-05-30 23:27:16,moderate rain
417,Jaspur,IN,29.2833,78.8167,82.71,24,0,4.81,2022-05-30 23:27:16,clear sky
418,Deception Bay,AU,-27.2,153.0333,65.08,56,92,14.99,2022-05-30 23:27:17,overcast clouds
419,Barcelos,PT,41.5388,-8.6151,66.34,77,100,3.42,2022-05-30 23:27:17,overcast clouds
420,Gainesville,US,29.6516,-82.3248,82.94,77,0,8.05,2022-05-30 23:26:45,clear sky
421,Muros,ES,42.7762,-9.0603,60.1,90,100,6.11,2022-05-30 23:27:17,overcast clouds
422,Khorramshahr,IR,30.4397,48.1664,87.75,20,0,6.91,2022-05-30 23:27:17,clear sky
423,Kulhudhuffushi,MV,6.6221,73.07,78.87,85,100,30.0,2022-05-30 23:27:18,moderate rain
424,Tazovskiy,RU,67.4667,78.7,32.86,73,67,16.78,2022-05-30 23:27:18,broken clouds
425,Adelaide,AU,-34.9333,138.6,55.22,63,75,28.77,2022-05-30 23:25:15,light rain
426,Vega De Alatorre,MX,20.0333,-96.6333,86.11,66,98,14.61,2022-05-30 23:27:18,overcast clouds
427,Bonthe,SL,7.5264,-12.505,79.05,85,87,3.6,2022-05-30 23:27:19,moderate rain
428,Kwinana,AU,-32.25,115.7667,53.24,75,31,9.44,2022-05-30 23:27:19,scattered clouds
429,Hyeres,FR,43.1167,6.1167,65.73,67,0,2.3,2022-05-30 23:27:19,clear sky
430,Denpasar,ID,-8.65,115.2167,76.66,94,20,6.91,2022-05-30 23:26:34,few clouds
431,Kuryk,KZ,43.2,51.65,74.61,28,0,6.82,2022-05-30 23:27:20,clear sky
432,Waitati,NZ,-45.75,170.5667,59.81,58,100,8.41,2022-05-30 23:27:20,overcast clouds
433,Itacoatiara,BR,-3.1431,-58.4442,74.8,95,77,1.68,2022-05-30 23:27:20,broken clouds
434,Muyezerskiy,RU,63.9333,31.65,47.23,96,55,4.68,2022-05-30 23:27:21,broken clouds
435,Austin,US,30.2672,-97.7431,95.32,45,20,20.71,2022-05-30 23:27:16,few clouds
436,Dorado,PR,18.4588,-66.2677,82.72,80,75,14.97,2022-05-30 23:27:21,broken clouds
437,Westport,US,41.1415,-73.3579,83.75,65,0,9.22,2022-05-30 23:24:55,clear sky
438,Manadhoo,MV,5.7667,73.3833,78.42,92,100,26.13,2022-05-30 23:27:21,moderate rain
439,Tamale,GH,9.4008,-0.8393,82.71,64,62,6.24,2022-05-30 23:27:22,light rain
440,Lerwick,GB,60.1545,-1.1494,50.0,86,15,8.25,2022-05-30 23:27:22,few clouds
441,Asosa,ET,10.0667,34.5333,64.72,73,88,2.91,2022-05-30 23:27:22,overcast clouds
442,Kloulklubed,PW,7.0419,134.2556,77.5,73,95,2.28,2022-05-30 23:27:23,overcast clouds
443,Calvinia,ZA,-31.4707,19.776,42.33,38,0,5.32,2022-05-30 23:27:23,clear sky
444,San Pedro Buenavista,MX,16.0833,-93.1167,75.29,78,100,4.99,2022-05-30 23:27:23,overcast clouds
445,La Ronge,CA,55.1001,-105.2842,57.45,51,75,17.27,2022-05-30 23:27:16,broken clouds
446,Moses Lake,US,47.1301,-119.2781,65.08,48,20,8.05,2022-05-30 23:26:27,few clouds
447,Caconda,AO,-13.7333,15.0667,54.93,52,5,3.06,2022-05-30 23:27:24,clear sky
448,Torbay,CA,47.6666,-52.7314,58.87,50,75,8.05,2022-05-30 23:26:01,shower rain
449,High Prairie,CA,55.4334,-116.4858,60.06,37,9,4.74,2022-05-30 23:27:24,clear sky
450,Kitsuki,JP,33.4167,131.6167,69.6,83,75,5.75,2022-05-30 23:27:24,broken clouds
451,Huilong,CN,31.8111,121.655,67.93,60,24,10.69,2022-05-30 23:27:24,few clouds
452,Aras,ES,42.5617,-2.356,59.41,63,0,3.44,2022-05-30 23:27:25,clear sky
453,San Pelayo,CO,8.9583,-75.8363,80.64,100,75,2.3,2022-05-30 23:27:25,broken clouds
454,Port Hardy,CA,50.6996,-127.4199,57.38,77,75,9.22,2022-05-30 23:27:25,broken clouds
455,Qasigiannguit,GL,68.8193,-51.1922,37.65,88,36,3.18,2022-05-30 23:27:26,scattered clouds
456,Konza,KE,-1.7426,37.1294,55.87,92,41,2.73,2022-05-30 23:27:26,scattered clouds
457,Pizhma,RU,57.8642,47.1171,44.71,98,10,5.12,2022-05-30 23:27:26,clear sky
458,Zharkent,KZ,44.1628,80.0,59.45,77,100,4.56,2022-05-30 23:28:27,overcast clouds
459,Watsa,CD,3.0372,29.5355,62.65,97,98,2.13,2022-05-30 23:28:28,overcast clouds
460,Anzio,IT,41.4853,12.6179,72.3,92,21,13.94,2022-05-30 23:28:28,few clouds
461,Juneau,US,58.3019,-134.4197,71.6,64,0,10.36,2022-05-30 23:27:16,clear sky
462,Hambantota,LK,6.1241,81.1185,77.32,89,100,19.62,2022-05-30 23:28:28,light rain
463,Jacareacanga,BR,-6.2222,-57.7528,74.75,95,44,1.43,2022-05-30 23:28:29,scattered clouds
464,Quesnel,CA,52.9999,-122.5029,70.3,30,40,6.91,2022-05-30 23:28:29,scattered clouds
465,Tura,IN,25.5198,90.2201,72.61,93,11,4.5,2022-05-30 23:28:29,few clouds
466,Aflao,TG,6.116,1.1914,81.01,77,63,9.57,2022-05-30 23:28:29,broken clouds
467,Salta,AR,-24.7859,-65.4117,46.99,91,100,9.22,2022-05-30 23:28:30,overcast clouds
468,Manokwari,ID,-0.8667,134.0833,80.65,74,47,3.22,2022-05-30 23:28:30,scattered clouds
469,Camacha,PT,33.0833,-16.3333,56.62,94,75,16.11,2022-05-30 23:28:30,light intensity drizzle rain
470,Benguela,AO,-12.5763,13.4055,69.51,89,1,2.66,2022-05-30 23:28:30,clear sky
471,Mitsamiouli,KM,-11.3847,43.2844,78.53,68,3,8.34,2022-05-30 23:28:31,clear sky
472,Turukhansk,RU,65.8167,87.9833,46.08,76,84,13.44,2022-05-30 23:28:31,broken clouds
473,Golden,US,39.7555,-105.2211,68.7,23,95,15.99,2022-05-30 23:26:42,overcast clouds
474,Egvekinot,RU,66.3167,-179.1667,37.85,65,64,5.1,2022-05-30 23:28:31,broken clouds
475,Lumphat,KH,13.4878,106.9816,74.75,98,65,1.97,2022-05-30 23:28:32,broken clouds
476,Vila Velha,BR,-20.3297,-40.2925,76.95,78,0,8.05,2022-05-30 23:27:36,clear sky
477,Matagami,CA,49.7502,-77.6328,47.12,96,100,11.39,2022-05-30 23:28:32,heavy intensity rain
478,Mana,GF,5.6592,-53.7767,78.44,86,100,10.27,2022-05-30 23:28:32,light rain
479,Coleraine,GB,55.1333,-6.6667,46.24,88,54,8.52,2022-05-30 23:28:33,broken clouds
480,Buchanan,LR,5.8808,-10.0467,79.48,84,85,9.86,2022-05-30 23:28:33,overcast clouds
481,Kabare,CD,-2.4683,28.8242,60.62,98,95,2.55,2022-05-30 23:28:33,overcast clouds
482,Korla,CN,41.7597,86.1469,77.4,22,94,13.82,2022-05-30 23:28:34,overcast clouds
483,Valparaiso,CL,-33.0393,-71.6273,50.47,55,0,2.3,2022-05-30 23:25:50,clear sky
484,Esfahan,IR,32.6572,51.6776,55.04,14,0,1.03,2022-05-30 23:28:34,clear sky
485,Kantang,TH,7.4054,99.5156,75.29,100,75,0.0,2022-05-30 23:28:35,broken clouds
486,Malgrat De Mar,ES,41.6466,2.7414,67.1,64,99,1.36,2022-05-30 23:28:35,overcast clouds
487,Vysokogornyy,RU,50.1167,139.15,55.98,56,100,5.84,2022-05-30 23:28:35,moderate rain
488,Santiago De Cuba,CU,20.0247,-75.8219,82.51,78,75,6.91,2022-05-30 23:28:36,broken clouds
489,Coahuayana,MX,18.7333,-103.6833,85.53,55,34,7.67,2022-05-30 23:28:36,scattered clouds
490,Vidim,RU,56.4088,103.1106,50.34,90,99,10.98,2022-05-30 23:28:36,overcast clouds
491,Bethanien,NA,-26.502,17.1583,48.83,42,0,1.66,2022-05-30 23:28:36,clear sky
492,Boshnyakovo,RU,49.6333,142.1667,50.18,66,100,1.54,2022-05-30 23:28:37,overcast clouds
493,Wilmington,US,34.2257,-77.9447,82.31,75,0,9.22,2022-05-30 23:28:37,clear sky
494,Nioro,GM,13.35,-15.75,82.51,52,96,9.01,2022-05-30 23:28:37,overcast clouds
495,Yumen,CN,40.2833,97.2,67.46,22,42,9.31,2022-05-30 23:28:37,scattered clouds
496,Vao,NC,-22.6667,167.4833,76.69,85,80,14.85,2022-05-30 23:28:38,broken clouds
497,Broken Hill,AU,-31.95,141.4333,49.89,74,23,20.09,2022-05-30 23:28:38,few clouds
498,Konya,TR,38.1667,32.5,56.68,38,20,4.7,2022-05-30 23:28:38,few clouds
499,Tilichiki,RU,60.4667,166.1,41.56,70,82,5.59,2022-05-30 23:28:39,broken clouds
500,Laguna,US,38.421,-121.4238,84.49,16,0,11.5,2022-05-30 23:25:21,clear sky
501,Zaysan,KZ,47.4667,84.8667,60.94,55,99,9.98,2022-05-30 23:28:39,overcast clouds
502,Haines Junction,CA,60.7522,-137.5108,71.55,20,1,8.05,2022-05-30 23:28:39,clear sky
503,Ziro,IN,27.6333,93.8333,54.55,97,20,2.13,2022-05-30 23:29:40,few clouds
504,Walldurn,DE,49.5833,9.3667,47.82,70,35,4.5,2022-05-30 23:29:40,scattered clouds
505,Wanxian,CN,30.8039,108.3897,74.17,92,97,4.63,2022-05-30 23:29:40,overcast clouds
506,Silvan,TR,38.1419,41.0081,59.29,44,1,3.67,2022-05-30 23:29:41,clear sky
507,Toora-Khem,RU,52.4675,96.11,51.1,64,97,2.04,2022-05-30 23:29:41,overcast clouds
508,Ranong,TH,9.9658,98.6348,76.93,87,99,7.83,2022-05-30 23:29:41,overcast clouds
509,West Bay,KY,19.3667,-81.4167,84.27,81,40,12.66,2022-05-30 23:29:41,scattered clouds
510,Payakumbuh,ID,-0.2202,100.6308,67.06,91,80,3.13,2022-05-30 23:29:42,broken clouds
511,Poum,NC,-20.2333,164.0167,77.92,81,80,10.67,2022-05-30 23:29:42,broken clouds
512,Sungaipenuh,ID,-2.0833,101.3833,62.91,94,80,2.57,2022-05-30 23:29:42,broken clouds
513,Taraz,KZ,42.9,71.3667,50.41,87,75,6.71,2022-05-30 23:29:43,broken clouds
514,Komsomolskiy,UZ,40.4272,71.7189,57.92,67,0,2.3,2022-05-30 23:29:43,clear sky
515,Murupara,NZ,-38.4667,176.7,62.42,91,92,3.69,2022-05-30 23:29:43,overcast clouds
516,Katherine,AU,-14.4667,132.2667,73.72,64,40,0.0,2022-05-30 23:29:43,scattered clouds
517,Minggang,CN,32.4586,114.0486,75.94,52,100,3.13,2022-05-30 23:29:44,overcast clouds
518,Mangrol,IN,21.1167,70.1167,80.64,81,20,13.78,2022-05-30 23:29:44,few clouds
519,Anaconda,US,46.1285,-112.9423,43.79,84,100,11.12,2022-05-30 23:29:44,overcast clouds
520,Yining,CN,29.0361,114.5636,74.35,94,79,1.59,2022-05-30 23:29:44,broken clouds
521,Feleacu,RO,46.7167,23.6167,52.7,94,20,5.01,2022-05-30 23:29:45,light rain
522,Masuguru,TZ,-11.3667,38.4167,69.33,82,23,2.8,2022-05-30 23:29:45,few clouds
523,Vauvert,FR,43.7,4.2833,65.79,55,0,4.61,2022-05-30 23:29:45,clear sky
524,Kalmunai,LK,7.4167,81.8167,77.74,84,92,7.9,2022-05-30 23:29:46,overcast clouds
525,Longyan,CN,25.1072,117.0225,75.78,94,100,2.71,2022-05-30 23:29:46,overcast clouds
526,Noyabrsk,RU,63.1994,75.4507,43.27,67,13,12.39,2022-05-30 23:29:46,few clouds
527,Neiafu,TO,-18.65,-173.9833,83.08,78,40,5.75,2022-05-30 23:29:46,scattered clouds
528,Warri,NG,5.5167,5.75,76.14,94,100,3.85,2022-05-30 23:29:47,overcast clouds
529,Black Forest,US,39.0131,-104.7008,63.63,14,0,25.32,2022-05-30 23:29:47,clear sky
530,Amapa,BR,1.0,-52.0,72.61,98,100,2.33,2022-05-30 23:29:47,heavy intensity rain
531,Trairi,BR,-3.2778,-39.2689,76.48,91,15,8.23,2022-05-30 23:29:23,few clouds
532,Sereflikochisar,TR,38.9393,33.5386,67.68,53,48,7.94,2022-05-30 23:29:48,scattered clouds
533,Saint-Joseph,RE,-21.3667,55.6167,68.38,74,17,12.64,2022-05-30 23:29:48,few clouds
534,Buta,CD,2.7858,24.73,68.41,95,11,1.12,2022-05-30 23:29:48,few clouds
535,Port-Cartier,CA,50.0334,-66.8654,53.82,45,94,9.17,2022-05-30 23:29:48,overcast clouds
536,Sirjan,IR,29.452,55.6814,65.25,10,1,3.2,2022-05-30 23:29:49,clear sky
537,Tinskoy,RU,56.1525,96.9161,53.22,84,46,11.92,2022-05-30 23:29:49,scattered clouds
538,Chifeng,CN,42.2683,118.9636,59.14,33,96,1.41,2022-05-30 23:29:49,overcast clouds
539,Guerrero Negro,MX,27.9769,-114.0611,67.48,63,4,21.92,2022-05-30 23:29:49,clear sky
540,Camana,PE,-16.6228,-72.7111,63.99,77,94,5.39,2022-05-30 23:29:50,overcast clouds
541,Sandviken,SE,60.6167,16.7667,49.1,85,80,4.38,2022-05-30 23:29:50,broken clouds
542,Freeport,US,40.6576,-73.5832,84.42,68,0,20.71,2022-05-30 23:29:50,clear sky
543,Kirakira,SB,-10.4544,161.9205,83.8,73,34,5.06,2022-05-30 23:29:51,scattered clouds
544,Hualmay,PE,-11.0964,-77.6139,63.21,82,71,9.24,2022-05-30 23:29:51,broken clouds
545,Port Hedland,AU,-20.3167,118.5667,57.25,94,100,13.8,2022-05-30 23:29:51,overcast clouds
546,Hopkinsville,US,36.8656,-87.4886,84.15,73,94,10.33,2022-05-30 23:29:51,overcast clouds
547,Vredendal,ZA,-31.6683,18.5012,50.36,50,0,3.71,2022-05-30 23:29:52,clear sky
548,Verkhnyaya Inta,RU,65.9811,60.3094,46.42,52,19,4.29,2022-05-30 23:29:52,few clouds
549,Beidao,CN,34.5686,105.8933,63.19,78,100,2.62,2022-05-30 23:30:52,overcast clouds
550,Chilca,PE,-12.5211,-76.7372,62.13,84,95,5.1,2022-05-30 23:30:53,overcast clouds
551,Lakes Entrance,AU,-37.8811,147.981,51.17,74,89,19.13,2022-05-30 23:30:53,overcast clouds
552,Belyy Yar,RU,53.6039,91.3903,64.29,59,0,2.24,2022-05-30 23:30:53,clear sky
553,Surt,LY,31.2089,16.5887,77.4,39,49,12.3,2022-05-30 23:30:53,scattered clouds
554,Lasa,IT,46.6166,10.7002,52.7,94,85,3.06,2022-05-30 23:30:54,overcast clouds
555,Praxedis Guerrero,MX,31.3667,-106.0167,92.66,8,1,20.58,2022-05-30 23:30:54,clear sky
556,Kamiiso,JP,41.8167,140.65,50.38,87,75,19.57,2022-05-30 23:30:54,moderate rain
557,Leh,IN,34.1667,77.5833,44.62,77,71,5.44,2022-05-30 23:30:54,broken clouds
558,Pangai,TO,-19.8,-174.35,82.51,83,40,6.91,2022-05-30 23:30:55,scattered clouds
559,Bilibino,RU,68.0546,166.4372,58.32,41,100,14.61,2022-05-30 23:30:55,overcast clouds
560,Port Macquarie,AU,-31.4333,152.9167,65.89,51,31,14.7,2022-05-30 23:28:42,scattered clouds
561,Seymchan,RU,62.8833,152.4333,57.72,52,92,11.54,2022-05-30 23:30:55,overcast clouds
562,Barraute,CA,48.4335,-77.6328,70.07,90,100,8.23,2022-05-30 23:30:56,overcast clouds
563,Soe,ID,-9.8607,124.284,73.44,74,74,0.18,2022-05-30 23:30:56,broken clouds
564,Nassau,US,40.7507,-73.5829,85.87,67,0,11.5,2022-05-30 23:30:56,clear sky
565,Cockburn Town,TC,21.4612,-71.1419,80.04,83,67,20.38,2022-05-30 23:30:56,broken clouds
566,Rock Sound,BS,24.9,-76.2,77.49,74,95,18.07,2022-05-30 23:30:57,light rain
567,Uyskoye,RU,54.3775,60.0047,45.54,89,23,7.34,2022-05-30 23:30:57,few clouds
568,Brae,GB,60.3964,-1.353,46.71,88,15,7.29,2022-05-30 23:30:57,few clouds
569,Luanda,AO,-8.8368,13.2343,71.6,83,20,5.75,2022-05-30 23:30:58,few clouds
570,Brownsville,US,25.9018,-97.4975,87.8,72,75,20.71,2022-05-30 23:30:58,broken clouds
571,Yanam,IN,16.7333,82.2167,85.26,74,100,5.1,2022-05-30 23:30:58,overcast clouds
572,Kargasok,RU,59.0556,80.8572,48.43,81,4,6.13,2022-05-30 23:30:58,clear sky
573,Sivaki,RU,52.6333,126.75,52.38,84,98,5.68,2022-05-30 23:30:59,light rain
574,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,77,40,21.45,2022-05-30 23:30:59,scattered clouds
575,Havelock,US,34.8791,-76.9013,82.36,74,0,6.91,2022-05-30 23:29:19,clear sky
576,Camabatela,AO,-8.1881,15.375,62.6,62,85,2.28,2022-05-30 23:30:59,overcast clouds
577,Gazanjyk,TM,39.2446,55.5154,74.57,23,0,10.0,2022-05-30 23:31:00,clear sky
578,Catabola,AO,-12.15,17.2833,54.48,58,2,3.44,2022-05-30 23:31:00,clear sky
